year, genre 
2011,Pop music
2011,Soul music
2011,Contemporary R&B
2011,Music of the Philippines
2011,Dance music
2011,Country music
2011,Folk music
2011,Pop music
1982,Hard rock
1982,Glam metal
1977,Reggae
1977,Lovers rock
1985,Alternative rock
2003,Pop music
2003,Rhythm and blues
2003,Dance music
1986,Gospel music
1986,Traditional black gospel
1986,Urban contemporary gospel
1994,Folk music
1994,Rock music
1994,Pop-folk
1986,Contemporary Christian music
1986,Southern gospel
1993,Folk music
1993,Folk rock
1993,Singer-songwriter
1974,Traditional pop music
1974,Jazz
1939,Country music
1939,Gospel music
1965,Pop music
1965,Rock music
1965,Jazz fusion
1991,Contemporary R&B
1991,Ballad
1991,K-pop
2010,Folk music
2010,Soul music
2010,Neo soul
2010,Pop rock
1997,Pop music
1997,K-pop
1996,Hip hop music
1996,Rapping
1996,K-pop
1996,Dance music
1999,K-pop
1999,Trot (music)
1982,Heavy metal music
1982,Hard rock
1982,Glam metal
1996,Power metal
1996,Melodic death metal
2010,Urban contemporary gospel
1994,Indie rock
1994,Alternative rock
1994,Alternative country
1994,Pop rock
1979,Disco
1979,Pop music
1979,Rhythm and blues
1979,Dance-pop
1992,Pop music
1992,Soul music
1992,Filmi pop
1992,House music
1992,Pop music
1992,Rhythm and blues
1992,Rave music
1977,Country pop
2004,Pop music
2004,Latin pop
2004,Latin music (genre)
1996,Musical theatre
1996,Opera
1996,Operatic pop
1965,Folk music
1962,Psychedelic rock
1962,Blues rock
1962,Psychedelic soul
1956,Country music
1956,Rock and roll
1956,Rockabilly
1965,Pop music
1965,Gospel music
1965,Jazz fusion
1965,A cappella
1980,Soul music
1980,Electric blues
1955,Funk
1955,Pop music
1955,Rock music
1955,Samba
1955,Bossa nova
1955,Jazz
1955,Psychedelic music
1955,Classical music
1955,Production music
1992,Pop music
1989,Country music
2004,New wave music
2004,Synthpop
2004,Indie rock
2004,Alternative rock
2004,Post-punk revival
2007,Pop music
2000,Arabic pop music
2000,Romance (music)
1960,Gospel music
1960,Schlager music
2001,Rock music
1990,Folk music
1990,Krautrock
1990,Experimental rock
2008,Pop music
1986,Pop music
1986,Rhythm and blues
1986,Soul music
1986,Music of the Philippines
2008,Rock music
2009,Ambient music
1968,Country music
1968,Folk music
1968,New wave music
1968,Pop music
1968,Rock music
1968,Synthpop
2000,Christian hip hop
2000,Hip hop music
2001,Rock music
2001,Alternative rock
2001,Pop rock
2005,Reggae
2005,Soul music
2005,Jazz
1984,Blues
1984,Art rock
1984,Industrial music
1984,Psychedelic folk
1984,Experimental rock
1984,Vocal music
2001,Contemporary Christian music
2001,Contemporary worship music
2010,Punk rock
2010,Psychedelic rock
2010,Rock and roll
2010,Synthpop
2010,Minimal music
2010,Neo-psychedelia
2010,Post-punk
2010,Experimental rock
2010,Electronic music
2010,Psychedelic music
2007,Pop music
2007,Contemporary R&B
2007,Hip hop music
2002,Jazz
2002,Classical music
2010,Pop music
2010,Soul music
2010,Hip hop music
1996,Electronica
1996,Alternative dance
1984,New wave music
1984,Nu metal
1984,Reggae
1984,Hardcore punk
1984,Rap metal
1984,Rap rock
1984,Hip hop music
1998,Thrash metal
1998,Groove metal
2007,Country music
1993,Blues
1993,Rock music
1993,Rhythm and blues
2005,Country music
2005,Southern rock
1986,Punk rock
1986,Alternative rock
1986,Power pop
1986,Pop punk
1997,Black metal
1997,Viking metal
1997,Folk metal
1997,Power metal
1997,Melodic death metal
1995,Schlager music
1994,Country pop
2007,Hip hop music
2004,Hip hop music
2012,Soul music
2012,Electronica
2012,Electropop
2012,Indie pop
2012,Alternative R&B
2012,Folk music
2012,Pop music
2012,Rhythm and blues
1978,Britpop
1978,Art rock
1978,Indie rock
1978,Alternative rock
1978,Indie pop
1978,Post-punk
1986,Alternative rock
1994,Musical theatre
1994,Opera
1994,Cabaret
1994,Classical music
1994,Sevdalinka
1987,Pop-folk
1995,Pop music
1995,Happy hardcore
1998,Folk music
1998,Popular music
1998,Music of the Republic of Macedonia
2009,Pop music
2009,Contemporary Christian music
2009,Gospel music
2009,Contemporary R&B
2009,Urban contemporary
1995,Pop music
1995,Dance music
2006,Pop music
2006,Pop music
2007,Blues
2007,Country music
2007,Soul music
2008,Pop music
2008,Rhythm and blues
2008,Hindustani classical music
2008,Music of Bollywood
2010,Pop music
2010,Dance-pop
2010,Teen pop
2010,Contemporary R&B
2004,Pop music
2004,Rhythm and blues
2004,Soul music
2004,Music of the Philippines
2003,Pop music
2003,Soul music
2003,Contemporary R&B
2003,Hip hop music
1997,Funk
1997,Pop music
1997,Pop rock
1997,Hip hop music
2005,Country music
2005,Country rock
2005,Contemporary R&B
2005,Bro-country
1974,Contemporary Christian music
1974,Jesus music
1974,Contemporary worship music
1974,Christian R&B
2013,Country music
2003,Country music
2007,Pop music
2007,Contemporary Christian music
2007,Acoustic music
1992,Gospel music
1992,Contemporary R&B
1992,Urban contemporary gospel
1992,Christian R&B
1996,Gospel music
1996,Southern gospel
1996,Christian music
1989,Punk rock
1989,Roots rock
2006,Pop music
2006,Contemporary R&B
2014,Pop music
2014,Rhythm and blues
2014,Soul music
2014,Ballad
1997,Pop music
1997,Rock music
1997,Alternative rock
2012,Pop music
2012,Neo soul
2012,Jazz
1992,Punk rock
1992,Garage rock
1992,Alternative rock
1992,Pop punk
1990,Contemporary Christian music
2004,Country music
1992,Folk music
1992,Bluegrass music
1996,Rock music
1996,Pop rock
1996,Popular music
1990,Rock music
1990,Indie rock
1990,Alternative rock
1996,Blues
1996,Rhythm and blues
1996,Big band
1996,Traditional pop music
1996,Swing music
1996,Jazz
2001,Rock music
2001,Southern rock
2001,Alternative country
2001,Americana (music)
2001,Classic country
1998,Heavy metal music
1998,Thrash metal
1998,Hard rock
1998,Metalcore
2011,Country music
2000,Hard rock
2000,Alternative metal
1997,Alternative rock
1997,Alternative country
1997,Americana (music)
1990,Disco
1990,Hip hop music
1990,New-age music
1990,Chanson
1990,Classical music
2005,Alternative rock
2005,Pop punk
2014,Pop music
2014,Dream pop
2014,Indie pop
1989,Indie rock
1989,Lo-fi music
1992,Indie rock
1998,Punk rock
1998,Garage rock
1998,Alternative rock
1998,Pop punk
1998,Melodic hardcore
1989,Country music
1996,Emo
1996,Indie rock
1996,Alternative rock
1996,Indie pop
1994,Blues
1994,Folk music
1994,Rock music
1994,Experimental music
2007,Country music
2006,Country music
1995,Indie rock
1995,Alternative country
1995,Lo-fi music
1999,Reggae
1999,Blue-eyed soul
1999,Pop rock
1999,Acoustic music
1999,Indie rock
1999,Indie folk
1999,Acoustic music
2005,Traditional black gospel
2005,Urban contemporary gospel
1981,Heavy metal music
1981,Punk rock
1981,Speed metal
1981,Progressive metal
1981,Thrash metal
1981,Hard rock
1981,Alternative metal
1981,Stoner rock
1988,Pop music
1988,Pop rock
1993,New wave music
1993,Rock music
1982,Art rock
1982,Alternative rock
1982,Space rock
1982,Neo-psychedelia
1982,Experimental rock
0080,Alternative metal
0080,Industrial metal
2003,Alternative rock
2003,Blue-eyed soul
2003,Pop rock
2003,Alternative country
1995,Blues
1995,Rock music
1980,Rock music
1980,Country rock
1980,Alternative country
1997,Country rock
1997,Indie rock
1997,Folk rock
1997,Psychedelic folk
1994,Pop music
1994,Soul music
1994,Electronic music
1980,Blues
1980,Rhythm and blues
1983,Punk rock
1983,Hardcore punk
1983,Skate punk
1997,Country music
1999,Pop music
1999,Rock music
2008,Country music
2004,Drum and bass
2004,House music
2004,Dancehall
2004,Reggaeton
2004,Dubstep
2004,Hip hop music
1989,Country music
1989,Folk music
1989,Heavy metal music
1989,Rock music
1989,Christian rock
1989,Christian metal
1989,Jazz fusion
1989,Classical music
1989,Acoustic music
1989,Fingerstyle guitar
2000,Contemporary Christian music
2000,Contemporary worship music
2000,Contemporary Christian music
2000,Alternative rock
1992,New wave music
1992,Punk rock
1992,Garage rock
1992,Alternative rock
1992,Pop punk
1985,Rock music
1985,Folk rock
2000,Country music
2000,Contemporary Christian music
2000,Contemporary worship music
1999,Christian metal
1999,Technical death metal
1996,Pop music
1994,Religious music
1994,Music of Bollywood
1994,Music of Punjab
2006,Playback singer
1945,Hindustani classical music
2012,Playback singer
2004,Pop music
2004,Rhythm and blues
2004,Rock_musick
1990,Ghazal
1990,Bhangra (music)
1990,Religious music
1990,Folk music of Punjab
2000,Playback singer
2001,Sufi music
2001,Qawwali
2002,Contemporary Christian music
2002,Gospel music
2002,Contemporary R&B
2002,Urban contemporary gospel
2002,Christian R&B
1999,Folk music
1999,Funk
1999,Rock music
1999,Soul music
1999,Neo soul
1999,Contemporary R&B
1999,Acoustic music
1950,Bolero
1950,Mariachi
1950,Ranchera
1950,Corrido
2001,Pop music
2001,Synthpop
2001,Electropop
2001,Indie pop
2001,Alternative dance
2003,Soul music
2003,Contemporary R&B
2000,Bhangra (music)
2000,Pop music
1976,Pop music
1976,Classical music
2015,Pop music
2015,Alternative rock
2015,Pop rock
2005,Rhythm and blues
2005,Soul music
2005,Hip hop music
1996,Trip hop
1996,Synthpop
1996,Electroclash
1981,Pop music
1991,Pop music
1991,Rock music
1991,Garage rock
1991,Alternative country
1991,Americana (music)
1991,Experimental music
1979,Punk rock
2004,Pop music
2004,Hip hop music
2008,Contemporary R&B
2008,Hip hop music
2008,Trap music
1992,Country music
1992,Contemporary Christian music
2003,Blues
2003,Alternative rock
2003,Pop rock
1996,Pop music
1996,Rhythm and blues
1996,Gospel music
1996,Music of the Philippines
1996,Classical music
1996,Adult contemporary music
2004,Hip hop music
1960,Pop music
1984,Alternative country
1968,Rock music
1968,Soft rock
1968,Pop rock
1991,Indie rock
1993,Nu metal
1993,Industrial rock
1993,Alternative metal
1993,Dubstep
1993,Electropunk
1955,Rhythm and blues
1955,Soul music
1955,Doo-wop
1992,Disco
1992,Funk
1992,House music
1992,Pop music
1992,Rock music
1992,Soul music
1992,Acid jazz
1992,Dance-pop
1992,Contemporary R&B
1992,Jazz-funk
1992,Funk rock
1992,Electronic music
1992,Dance music
2001,Folk music
2001,Rock music
2001,Reggae
2001,Indie rock
2009,Pop music
1931,Blues
1931,Bebop
1931,Swing music
1931,Jump blues
1931,Jazz
1960,Electric blues
1960,Soul blues
2006,Contemporary R&B
2006,Hip hop music
2006,K-pop
1987,Tejano music
1997,Soul music
1997,Contemporary R&B
1997,Pinoy pop
1998,Punk rock
1998,Indie rock
1998,Garage rock
1998,Garage punk
2003,Hip hop music
1999,Bhangra (music)
1999,Pop music
1999,Synthpop
1999,Contemporary R&B
1999,Hip hop music
1999,British soul
2009,Hard rock
2009,Alternative rock
2009,Blues rock
2009,Pop rock
1990,Gangsta rap
1990,West Coast hip hop
1990,Hip hop music
1990,Chicano rap
2000,World music
2000,Pop rock
2014,Pop music
2014,Hip hop music
2014,Hip hop
2005,Psychedelic rock
2005,Alternative rock
2005,Dream pop
2005,Space rock
2005,Neo-psychedelia
2005,Psychedelic pop
1989,Funk
1989,Soul music
1989,Gospel music
1989,Contemporary R&B
1989,Hip hop music
1989,Freestyle music
1989,Jazz
1989,Scat singing
1989,Music of the Philippines
1965,Playback singer
2002,Pop music
2002,Rhythm and blues
2002,Alternative rock
1926,Country blues
1991,Heavy metal music
1991,Hard rock
1991,Glam metal
1991,Power metal
1991,Neoclassical metal
2007,Country music
1942,Sangeet Natak
2010,Pop music
1977,New wave music
1977,Punk rock
1977,Synthpop
1977,Post-punk
1964,Free jazz
1964,Avant-garde jazz
1954,Country music
1994,West Coast hip hop
1994,Hip hop music
1990,Death metal
1990,Thrash metal
1990,Doom metal
1990,Christian metal
1990,Unblack metal
1986,Hip hop music
1978,Industrial metal
1978,Post-punk
1978,Classical music
2008,Folkhop
2007,Pop music
2007,Reggae
2007,Soul music
2007,Contemporary R&B
1990,Contemporary R&B
1990,Hip hop music
1993,Bhangra (music)
1993,Hip hop music
1997,Rock music
1997,Trip hop
1997,Alternative rock
1997,Dream pop
1997,Indie pop
1997,Electronic music
2011,Christian hip hop
2011,Urban contemporary gospel
1963,Pop music
1974,Folk music
1974,New wave music
1974,Punk rock
1974,Rock music
1974,Post-punk
1975,New wave music
1975,Rock music
1975,Progressive rock
1975,Pop rock
1982,Pop music
1976,Pop music
1976,Rock music
1980,New wave music
1980,Pop rock
1981,Industrial music
1981,Electronic body music
1981,Techno
1981,Electronic music
1980,Pop music
1982,Blues
1982,Pop music
1982,Hard rock
1982,Blues rock
1959,Blues
1959,Country music
1959,Folk music
1959,Rock music
1959,Folk rock
1982,Pop music
1980,Lovers rock
1972,Instrumental
1972,Easy listening
1972,French pop music
1978,Rock music
1978,Hard rock
1978,Pop rock
1993,Music of Latin America
1993,Vallenato
1969,Pop music
1969,Rhythm and blues
1969,Philadelphia soul
1969,Jazz
1950,Rhythm and blues
1950,Jazz
1996,Hip hop music
1975,Pop rock
1975,French pop music
1962,Singing
1962,Contemporary history
1962,Vocal jazz
1962,Vocal coach
1969,Pop music
1970,Arabic music
1970,Syriac music
1989,Rock music
1952,Country music
1952,Honky-tonk
1965,Country music
1965,Gospel music
1965,Western swing
1969,Rhythm and blues
1969,Jazz
1968,Electropop
1998,Pop music
1998,Rock music
1998,Electronica
1998,Dance-pop
1998,Teen pop
1986,House music
1986,Hi-NRG
1986,Dance-pop
1986,Freestyle music
1986,Dance music
1986,Adult contemporary music
1993,Pop music
1993,Music of Latin America
1993,Jazz
1970,Disco
1970,House music
1970,Soul music
1970,Gospel music
1970,Hi-NRG
1956,Country music
1956,Pop music
1956,Rock and roll
2002,Chanson
2007,Country music
2007,Folk music
2007,Western music (North America)
2007,Americana (music)
1978,Pop music
1978,Rock music
1978,Electropop
1963,Country music
1963,Country pop
1963,Honky-tonk
2001,Heavy metal music
2001,Hard rock
2001,Melodic metalcore
1967,Country music
1967,Gospel music
2003,Contemporary R&B
2003,Hip hop music
1966,Country music
1966,Bluegrass music
1966,Nashville sound
1991,Punk rock
1991,Indie rock
1991,Electroclash
1991,Alternative rock
1991,Power pop
2003,Pop music
2003,Music of the Philippines
1985,Thrash metal
1985,Industrial metal
1985,Extreme metal
2004,Country music
2004,Rock music
2015,Pop music
1981,Heavy metal music
1981,Grunge
1981,Hardcore punk
1981,Hard rock
1981,Alternative rock
1981,Experimental rock
1999,Folk music
1999,Rock music
1999,Post-rock
1999,Contemporary Christian music
1999,Americana (music)
1992,Progressive rock
1992,Ambient music
1992,Progressive metal
1992,Extreme metal
1992,Avant-garde metal
1992,Electronic music
1998,Progressive bluegrass
1998,Jam band
1953,Gospel music
1953,Traditional black gospel
2002,Country music
1990,Folk music
1990,Alternative rock
1990,Singer-songwriter
1991,Blues
1991,Soul music
1991,Alternative rock
1991,Folk rock
2001,Pop music
2001,Rock music
1994,Country music
2002,Pop music
1985,Country music
1980,Psychedelic rock
1980,Rock music
1980,Jazz
1973,Country music
1973,Country rock
2002,Rock music
2002,Electro (music)
2002,Hip hop music
2000,Punk rock
2000,Reggae
2000,Indie rock
2000,Folk rock
2000,Celtic punk
2000,Post-punk
1977,Punk rock
1999,Contemporary Christian music
1999,Contemporary worship music
1971,Glam rock
1971,Jazz fusion
1981,Children's music
1970,Heavy metal music
1970,Christian rock
1970,Hard rock
1970,Contemporary Christian music
1970,Christian metal
1980,World music
1980,Ambient music
1980,Noise music
1980,Dark ambient
1980,Electronic music
1980,Jazz
1980,Experimental music
